Date,Country,Flag,Tier,Location,Company,Job Title,Search Keyword,Job URL,Posted Date,Easy Apply,Remote / Workplace,Match Score,Visa Sponsorship Mentioned,Required Skills,Resume File Path,Applied Status,Notes,Crawl Date,City,City Openings
2026-08-11,Canada,🇨🇦,1,"Niagara Falls, Ontario, Canada",Syensqo,Rotating Reliability Engineer,DevOps Engineer,https://www.linkedin.com/jobs/view/4334423582,2026-08-11,No,No,70%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_CANADA.docx,No,,2026-08-11,Niagara Falls,1
2026-08-11,Australia,🇦🇺,1,"Morwell, Victoria, Australia",Bega Group,Reliability Engineer,Site Reliability Engineer,https://www.linkedin.com/jobs/view/4452178607,2026-08-11,No,No,70%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_AUSTRALIA.docx,No,,2026-08-11,Morwell,1
2026-08-11,Australia,🇦🇺,1,"South Brisbane, Queensland, Australia",Abano Healthcare Group,Data Operations Engineer,Site Reliability Engineer,https://www.linkedin.com/jobs/view/4451604416,2026-08-11,No,No,70%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_AUSTRALIA.docx,No,,2026-08-11,South Brisbane,1
2026-08-11,Australia,🇦🇺,1,"Gladstone, Queensland, Australia",eHealth Queensland,Senior Technology Officer,Site Reliability Engineer,https://www.linkedin.com/jobs/view/4451480862,2026-08-11,No,No,85%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_AUSTRALIA.docx,No,,2026-08-11,Gladstone,1
2026-08-11,France,🇫🇷,2,"Lamballe, Brittany, France",Cooperl do Brasil,Administrateur Applicatif H/F,DevOps Engineer,https://www.linkedin.com/jobs/view/4452106138,2026-08-11,No,No,70%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,2026-08-11,Lamballe,1
,Belgium,🇧🇪,2,"Ypres, Flemish Region, Belgium",Kingfisher Recruitment,System Engineer,Site Reliability Engineer,https://www.linkedin.com/jobs/view/4445514870,2026-08-10,No,No,70%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_BELGIUM.docx,No,,,Ypres,1
2026-08-11,United Kingdom,🇬🇧,1,"Wimbledon, England, United Kingdom",Intec Select,2nd Line Support Engineer,Cloud Engineer,https://www.linkedin.com/jobs/view/4449554863,2026-08-10,No,No,70%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_UNITED_KINGDOM.docx,No,,2026-08-11,Wimbledon,1
2026-08-11,United Kingdom,🇬🇧,1,"Stratford, England, United Kingdom",Network Rail,Asset Engineer [Maintenance] [Anglia],Site Reliability Engineer,https://www.linkedin.com/jobs/view/4451536902,2026-08-10,No,No,70%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_UNITED_KINGDOM.docx,No,,2026-08-11,Stratford,1
2026-08-11,United Kingdom,🇬🇧,1,"Harrow, England, United Kingdom",HIVED,Mid-Level Backend Engineer (Driver Squad),Platform Engineer,https://www.linkedin.com/jobs/view/4451580548,2026-08-10,No,No,70%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_UNITED_KINGDOM.docx,No,,2026-08-11,Harrow,1
2026-08-11,Canada,🇨🇦,1,"Abee, Alberta, Canada",S&amp;P Global,DevOps Engineer,DevOps Engineer,https://www.linkedin.com/jobs/view/4451402002,2026-08-10,No,No,85%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_CANADA.docx,No,,2026-08-11,Abee,1
2026-08-11,Canada,🇨🇦,1,"LaSalle, Ontario, Canada",High Tech Genesis,Cloud DevOps Engineer,DevOps Engineer,https://www.linkedin.com/jobs/view/4452009699,2026-08-10,No,No,85%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_CANADA.docx,No,,2026-08-11,LaSalle,1
2026-08-11,Canada,🇨🇦,1,"North York, Ontario, Canada",Mastercard,Data Engineer II,DevOps Engineer,https://www.linkedin.com/jobs/view/4449828262,2026-08-10,No,No,70%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_CANADA.docx,No,,2026-08-11,North York,1
2026-08-11,Canada,🇨🇦,1,"Charlottetown, Prince Edward Island, Canada",Invesco,Senior Software Quality Engineer,DevOps Engineer,https://www.linkedin.com/jobs/view/4415502548,2026-08-10,No,No,85%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_CANADA.docx,No,,2026-08-11,Charlottetown,1
2026-08-11,Canada,🇨🇦,1,"Kanata, Ontario, Canada",Nokia,Principal Security Lead- Cloud,Cloud Engineer,https://www.linkedin.com/jobs/view/4449821782,2026-08-10,No,No,100%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_CANADA.docx,No,,2026-08-11,Kanata,1
2026-08-11,Canada,🇨🇦,1,"Sunshine Coast A, British Columbia, Canada",Posted.Careers,Engineering Lead,Cloud Engineer,https://www.linkedin.com/jobs/view/4452036538,2026-08-10,No,No,85%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_CANADA.docx,No,,2026-08-11,Sunshine Coast A,1
2026-08-11,Canada,🇨🇦,1,"Pickering, Ontario, Canada",Municipal Property Assessment Corporation,Senior Security Analyst,Cloud Engineer,https://www.linkedin.com/jobs/view/4449590221,2026-08-10,No,No,85%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_CANADA.docx,No,,2026-08-11,Pickering,1
2026-08-11,Canada,🇨🇦,1,"Kitchener, Ontario, Canada",Acceldata,Senior Solutions Consultant - Open Data Platform,Cloud Engineer,https://www.linkedin.com/jobs/view/4442727254,2026-08-10,No,No,85%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_CANADA.docx,No,,2026-08-11,Kitchener,1
2026-08-11,Canada,🇨🇦,1,"Saint-Hubert, Quebec, Canada",Techo-Bloc,Systems Administrator,Cloud Engineer,https://www.linkedin.com/jobs/view/4449568478,2026-08-10,No,No,70%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_CANADA.docx,No,,2026-08-11,Saint-Hubert,1
2026-08-11,Canada,🇨🇦,1,"Oakville, Ontario, Canada",Geotab,Senior Data Platform Developer - AI Platform,Cloud Engineer,https://www.linkedin.com/jobs/view/4451402069,2026-08-10,No,No,85%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_CANADA.docx,No,,2026-08-11,Oakville,1
2026-08-11,Canada,🇨🇦,1,"Burlington, Ontario, Canada",Co-operators,Sr Data Engineering Developer,Cloud Engineer,https://www.linkedin.com/jobs/view/4451563311,2026-08-10,No,No,70%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_CANADA.docx,No,,2026-08-11,Burlington,1
2026-08-11,Canada,🇨🇦,1,"Port Hawkesbury, Nova Scotia, Canada",Nova Scotia Power,Power Engineer,Site Reliability Engineer,https://www.linkedin.com/jobs/view/4451569503,2026-08-10,No,No,70%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_CANADA.docx,No,,2026-08-11,Port Hawkesbury,1
2026-08-11,Canada,🇨🇦,1,"Gimli, Manitoba, Canada",Diageo,First Class Chief Power Engineer &amp; Environmental Manager,Site Reliability Engineer,https://www.linkedin.com/jobs/view/4424754896,2026-08-10,No,No,70%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_CANADA.docx,No,,2026-08-11,Gimli,1
2026-08-11,Saudi Arabia,🇸🇦,1,"Al Khobar, Eastern, Saudi Arabia",Arabian Control Systems,Cloud-Virtualization Infrastructure Specialist,DevOps Engineer,https://www.linkedin.com/jobs/view/4449514533,2026-08-10,No,No,85%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_SAUDI_ARABIA.docx,No,,2026-08-11,Al Khobar,1
2026-08-11,Saudi Arabia,🇸🇦,1,"Dammam, Eastern, Saudi Arabia",ARENGY,DevOps - Solution Integration &amp; Operations Engineer,DevOps Engineer,https://www.linkedin.com/jobs/view/4446045524,2026-08-10,No,No,85%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_SAUDI_ARABIA.docx,No,,2026-08-11,Dammam,1
2026-08-11,Qatar,🇶🇦,1,Qatar,Snoonu,Senior Python Engineer (Performance &amp; Architecture) — PCORE Team,Cloud Engineer,https://www.linkedin.com/jobs/view/4414470987,2026-08-10,No,No,85%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_QATAR.docx,No,,2026-08-11,Qatar,1
2026-08-11,Netherlands,🇳🇱,1,"Zeeland, Netherlands",CDH Professionals,DevOps Engineer,DevOps Engineer,https://www.linkedin.com/jobs/view/4451513641,2026-08-10,No,No,85%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_NETHERLANDS.docx,No,,2026-08-11,Zeeland,1
2026-08-11,Netherlands,🇳🇱,1,"Houten, Utrecht, Netherlands",Hoogheemraadschap De Stichtse Rijnlanden,IT Infrastructure Engineer,DevOps Engineer,https://www.linkedin.com/jobs/view/4451578503,2026-08-10,No,No,70%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_NETHERLANDS.docx,No,,2026-08-11,Houten,1
2026-08-11,Netherlands,🇳🇱,1,"Zaltbommel, Gelderland, Netherlands",Cyclomedia,Forward Deployed Engineer,Site Reliability Engineer,https://www.linkedin.com/jobs/view/4451396478,2026-08-10,No,No,70%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_NETHERLANDS.docx,No,,2026-08-11,Zaltbommel,1
2026-08-11,Ireland,🇮🇪,1,"Tralee, County Kerry, Ireland",SMBC Group,DevOps Engineer,DevOps Engineer,https://www.linkedin.com/jobs/view/4451557361,2026-08-10,No,No,85%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_IRELAND.docx,No,,2026-08-11,Tralee,1
2026-08-11,Sweden,🇸🇪,1,"Luleå, Norrbotten County, Sweden",Försäkringskassan,Systemutvecklare Java med DevOps-inriktning i Luleå,Cloud Engineer,https://www.linkedin.com/jobs/view/4451125330,2026-08-10,No,No,85%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_SWEDEN.docx,No,,2026-08-11,Luleå,1
2026-08-11,Sweden,🇸🇪,1,"Kalix, Norrbotten County, Sweden",Försäkringskassan,Systemutvecklare Java med DevOps-inriktning i Kalix,Cloud Engineer,https://www.linkedin.com/jobs/view/4451138239,2026-08-10,No,No,85%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_SWEDEN.docx,No,,2026-08-11,Kalix,1
2026-08-11,Sweden,🇸🇪,1,"Borlänge, Dalarna County, Sweden",EcoDataCenter,Driftövervakare till EcoDataCenter,Site Reliability Engineer,https://www.linkedin.com/jobs/view/4449570768,2026-08-10,No,No,70%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_SWEDEN.docx,No,,2026-08-11,Borlänge,1
2026-08-11,Denmark,🇩🇰,1,"Lystrup, Central Denmark Region, Denmark",Terma Group,"Experienced Platform Engineer, DevSecOps, Lystrup",DevOps Engineer,https://www.linkedin.com/jobs/view/4386357872,2026-08-10,No,No,70%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_DENMARK.docx,No,,2026-08-11,Lystrup,1
2026-08-11,Australia,🇦🇺,1,"Barangaroo, New South Wales, Australia",TPG Telecom,Cyber AI Specialist,DevOps Engineer,https://www.linkedin.com/jobs/view/4451127139,2026-08-10,No,No,70%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_AUSTRALIA.docx,No,,2026-08-11,Barangaroo,1
2026-08-11,Australia,🇦🇺,1,"Ingleburn, New South Wales, Australia",Noumi,Lead Integration Engineer,Cloud Engineer,https://www.linkedin.com/jobs/view/4452077859,2026-08-10,No,No,85%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_AUSTRALIA.docx,No,,2026-08-11,Ingleburn,1
2026-08-11,Australia,🇦🇺,1,"Rochedale, Queensland, Australia",Optus,Network Engineer,Site Reliability Engineer,https://www.linkedin.com/jobs/view/4451390472,2026-08-10,No,No,70%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_AUSTRALIA.docx,No,,2026-08-11,Rochedale,1
2026-08-11,Australia,🇦🇺,1,"Surfers Paradise, Queensland, Australia",Westpac,Lead Engineer - Informatica,Platform Engineer,https://www.linkedin.com/jobs/view/4451508096,2026-08-10,No,No,85%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_AUSTRALIA.docx,No,,2026-08-11,Surfers Paradise,1
2026-08-11,Bahrain,🇧🇭,2,"Prague 6, Prague, Czechia",Quanti s.r.o.,Linux/Network Senior 🐧,Site Reliability Engineer,https://www.linkedin.com/jobs/view/4448774472,2026-08-10,No,No,85%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_BAHRAIN.docx,No,,2026-08-11,Prague 6,1
2026-08-11,Poland,🇵🇱,2,Kalisz Metropolitan Area,SHERPANY,"DevOps Engineer (Europe, remote) - Sherpany",DevOps Engineer,https://www.linkedin.com/jobs/view/4411524139,2026-08-10,No,No,85%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_POLAND.docx,No,,2026-08-11,Kalisz,1
2026-08-11,Poland,🇵🇱,2,"Kraków, Łódzkie, Poland",Adroit People Limited (UK),Platform Engineer,DevOps Engineer,https://www.linkedin.com/jobs/view/4451145049,2026-08-10,No,No,70%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_POLAND.docx,No,,2026-08-11,Kraków,1
2026-08-11,Belgium,🇧🇪,2,"Neupré, Walloon Region, Belgium",Haulogy,Tech Ops Engineer,Cloud Engineer,https://www.linkedin.com/jobs/view/4451528965,2026-08-10,No,No,70%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_BELGIUM.docx,No,,2026-08-11,Neupré,1
2026-08-11,Belgium,🇧🇪,2,"Zwijndrecht, Flemish Region, Belgium",Randstad Belgium,Ingenieur onderhoudsbetrouwbaarheid,Site Reliability Engineer,https://www.linkedin.com/jobs/view/4451526720,2026-08-10,No,No,70%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_BELGIUM.docx,No,,2026-08-11,Zwijndrecht,1
2026-08-11,Belgium,🇧🇪,2,"Jette, Brussels Region, Belgium",UZ Brussel,System Engineer,Platform Engineer,https://www.linkedin.com/jobs/view/4451469820,2026-08-10,No,No,70%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_BELGIUM.docx,No,,2026-08-11,Jette,1
2026-08-11,Austria,🇦🇹,2,"Maria Enzersdorf, Lower Austria, Austria",EVN,Platform Engineer Kubernetes / OpenShift (m/w/x),DevOps Engineer,https://www.linkedin.com/jobs/view/4432561425,2026-08-10,No,No,70%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_AUSTRIA.docx,No,,2026-08-11,Maria Enzersdorf,1
2026-08-11,Austria,🇦🇹,2,"Breitenfurth bei Wien, Lower Austria, Austria",ISG International Service Group,IT Systems Engineer (m/w/d),Cloud Engineer,https://www.linkedin.com/jobs/view/4442588418,2026-08-10,No,No,70%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_AUSTRIA.docx,No,,2026-08-11,Breitenfurth bei Wien,1
2026-08-11,Malaysia,🇲🇾,2,"Cheras, Selangor, Malaysia",Lavu Tech Solutions Sdn Bhd,Devops Engineer (Mandarin),DevOps Engineer,https://www.linkedin.com/jobs/view/4451104193,2026-08-10,No,No,85%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_MALAYSIA.docx,No,,2026-08-11,Cheras,1
2026-08-11,Canada,🇨🇦,1,"Urban agglomeration of Montreal, Quebec, Canada",Liongate AG,Cloud Administrator,Cloud Engineer,https://www.linkedin.com/jobs/view/4451348599,2026-08-09,No,No,85%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_CANADA.docx,No,,2026-08-11,Urban agglomeration of Montreal,1
2026-08-11,Canada,🇨🇦,1,"Mont-Royal, Quebec, Canada",Groupe Dynamite,Développeur infonuagique - Intelligence artificielle et apprentissage automatique,Cloud Engineer,https://www.linkedin.com/jobs/view/4447091835,2026-08-09,No,No,70%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_CANADA.docx,No,,2026-08-11,Mont-Royal,1
2026-08-11,Canada,🇨🇦,1,"Vaughan, Ontario, Canada",REDPATH MINING,Data Engineer,Cloud Engineer,https://www.linkedin.com/jobs/view/4410084109,2026-08-09,No,No,70%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_CANADA.docx,No,,2026-08-11,Vaughan,1
2026-08-11,United Arab Emirates,🇦🇪,1,"Ras Al Khaimah, Ras al-Khaimah, United Arab Emirates",Hilton,Duty Engineer - Waldorf Astoria Ras Al Khaimah,Site Reliability Engineer,https://www.linkedin.com/jobs/view/4433880568,2026-08-09,No,No,70%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_UAE.docx,No,,2026-08-11,Ras Al Khaimah,1
2026-08-11,Australia,🇦🇺,1,"Manly, New South Wales, Australia",Cove,DevOps Engineer,DevOps Engineer,https://www.linkedin.com/jobs/view/4450991812,2026-08-09,No,No,85%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_AUSTRALIA.docx,No,,2026-08-11,Manly,1
2026-08-11,Australia,🇦🇺,1,"Rowville, Victoria, Australia",GPC Asia Pacific,Senior EUC Engineer - GPC Asia Pacific,Platform Engineer,https://www.linkedin.com/jobs/view/4442513214,2026-08-09,No,No,85%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_AUSTRALIA.docx,No,,2026-08-11,Rowville,1
2026-08-11,France,🇫🇷,2,"Cergy-Pontoise, Île-de-France, France",Valeo,Apprenti(e) DevOps / TestOps Methods &amp; Tools,DevOps Engineer,https://www.linkedin.com/jobs/view/4414665718,2026-08-09,No,No,85%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,2026-08-11,Cergy-Pontoise,1
2026-08-11,France,🇫🇷,2,"Joinville-le-Pont, Île-de-France, France",Trimble Inc.,Cloud Software Engineer,Platform Engineer,https://www.linkedin.com/jobs/view/4338922731,2026-08-09,No,No,85%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,2026-08-11,Joinville-le-Pont,1
2026-08-11,Austria,🇦🇹,2,"Lieboch, Styria, Austria",ZETA,ICT-Network &amp; Infrastructure Engineer (m/f/d),Cloud Engineer,https://www.linkedin.com/jobs/view/4380949983,2026-08-09,No,No,70%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_AUSTRIA.docx,No,,2026-08-11,Lieboch,1
2026-08-08,Netherlands,🇳🇱,1,"Enter, Overijssel, Netherlands",Recognize,Senior Development Operations Engineer,Cloud Engineer,https://www.linkedin.com/jobs/view/4450550533,2026-08-08,No,No,85%,No,,resumes/Hemachandiran_Giri_CV_NETHERLANDS.docx,No,,2026-08-08,Enter,1
2026-08-08,Belgium,🇧🇪,2,"Wingene, Flemish Region, Belgium",Synergie Belgium,AUTOMATION ENGINEER,Site Reliability Engineer,https://www.linkedin.com/jobs/view/4450509524,2026-08-08,No,No,70%,No,,resumes/Hemachandiran_Giri_CV_BELGIUM.docx,No,,2026-08-08,Wingene,1
2026-08-09,Ireland,🇮🇪,1,"Dublin 12, County Dublin, Ireland",General Motors,"Staff Engineer, Site Reliability Engineer",DevOps Engineer,https://www.linkedin.com/jobs/view/4414939716,2026-08-08,No,No,70%,No,,Country_Resumes/Hemachandiran_Giri_CV_IRELAND.docx,No,,2026-08-09,Dublin 12,1
2026-08-09,Sweden,🇸🇪,1,"Karlskrona, Blekinge County, Sweden",CGI,Senior Cloud Platform Architect – Cloud Adoption &amp; Platform Architecture,DevOps Engineer,https://www.linkedin.com/jobs/view/4423568335,2026-08-08,No,No,100%,No,,Country_Resumes/Hemachandiran_Giri_CV_SWEDEN.docx,No,,2026-08-09,Karlskrona,1
2026-08-09,Sweden,🇸🇪,1,"Hillerstorp, Jönköping County, Sweden",Axelent Ltd,Global System Engineer,DevOps Engineer,https://www.linkedin.com/jobs/view/4451067686,2026-08-08,No,No,70%,No,,Country_Resumes/Hemachandiran_Giri_CV_SWEDEN.docx,No,,2026-08-09,Hillerstorp,1
2026-08-09,Sweden,🇸🇪,1,"Ängelholm, Skåne County, Sweden",HemoCue,MES Engineer,Site Reliability Engineer,https://www.linkedin.com/jobs/view/4430602687,2026-08-08,No,No,70%,No,,Country_Resumes/Hemachandiran_Giri_CV_SWEDEN.docx,No,,2026-08-09,Ängelholm,1
2026-08-09,Denmark,🇩🇰,1,"Kvistgård, Capital Region of Denmark, Denmark",Bavarian Nordic,Equipment Engineer,Site Reliability Engineer,https://www.linkedin.com/jobs/view/4414746483,2026-08-08,No,No,70%,No,,Country_Resumes/Hemachandiran_Giri_CV_DENMARK.docx,No,,2026-08-09,Kvistgård,1
2026-08-09,Denmark,🇩🇰,1,"Virum, Capital Region of Denmark, Denmark",NNE,Full-stack developer at Novo Nordisk Engineering,Platform Engineer,https://www.linkedin.com/jobs/view/4442104603,2026-08-08,No,No,70%,No,,Country_Resumes/Hemachandiran_Giri_CV_DENMARK.docx,No,,2026-08-09,Virum,1
2026-08-09,France,🇫🇷,2,"Seine-St.-Denis, Île-de-France, France",factoriel,Expert Elasticsearch / ELK observabilité - interne Groupe,DevOps Engineer,https://www.linkedin.com/jobs/view/4449262218,2026-08-08,No,No,70%,No,,Country_Resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,2026-08-09,Seine-St.-Denis,1
2026-08-09,Portugal,🇵🇹,2,"Leça do Bailio, Porto, Portugal",Generix,Senior DevOps Engineer (Porto),DevOps Engineer,https://www.linkedin.com/jobs/view/4441993072,2026-08-08,No,No,100%,No,,Country_Resumes/Hemachandiran_Giri_CV_PORTUGAL.docx,No,,2026-08-09,Leça do Bailio,1
2026-08-09,Poland,🇵🇱,2,"Rokitki, Pomorskie, Poland",Molex,Manufacturing Systems Engineer,Site Reliability Engineer,https://www.linkedin.com/jobs/view/4430612604,2026-08-08,No,No,70%,No,,resumes/Hemachandiran_Giri_CV_POLAND.docx,No,,2026-08-09,Rokitki,1
2026-08-09,Belgium,🇧🇪,2,"Walem, Flemish Region, Belgium",JoBBsquare Belgie,De Lijn - System Engineer Hybrid Cloud,DevOps Engineer,https://www.linkedin.com/jobs/view/4449270703,2026-08-08,No,No,85%,No,,Country_Resumes/Hemachandiran_Giri_CV_BELGIUM.docx,No,,2026-08-09,Walem,1
2026-08-09,Belgium,🇧🇪,2,"Dendermonde, Flemish Region, Belgium",Schuilenburg,"Software Engineer | Node.js, React, Typescript, Devops",DevOps Engineer,https://www.linkedin.com/jobs/view/4449249422,2026-08-08,No,No,85%,No,,Country_Resumes/Hemachandiran_Giri_CV_BELGIUM.docx,No,,2026-08-09,Dendermonde,1
2026-08-09,Belgium,🇧🇪,2,"Izegem, Flemish Region, Belgium",Cargill,Automation &amp; MOM Engineer,Site Reliability Engineer,https://www.linkedin.com/jobs/view/4395877412,2026-08-08,No,No,70%,No,,Country_Resumes/Hemachandiran_Giri_CV_BELGIUM.docx,No,,2026-08-09,Izegem,1
2026-08-09,Australia,🇦🇺,1,"Launceston, Tasmania, Australia",Tasmanian Irrigation,Engineer - Operations,Site Reliability Engineer,https://www.linkedin.com/jobs/view/4451303212,2026-08-08,No,No,70%,No,,Country_Resumes/Hemachandiran_Giri_CV_AUSTRALIA.docx,No,,2026-08-09,Launceston,1
2026-08-09,Malaysia,🇲🇾,2,"Pengerang, Johore, Malaysia",Air Products,Plant Engineer - Pengerang,Site Reliability Engineer,https://www.linkedin.com/jobs/view/4405267094,2026-08-08,No,No,70%,No,,Country_Resumes/Hemachandiran_Giri_CV_MALAYSIA.docx,No,,2026-08-09,Pengerang,1
2026-08-09,United Kingdom,🇬🇧,1,"Feltham, England, United Kingdom",Cisco,Solutions Engineer - Cloud &amp; AI Infrastructure,Site Reliability Engineer,https://www.linkedin.com/jobs/view/4432969611,2026-08-08,No,No,85%,No,,Country_Resumes/Hemachandiran_Giri_CV_UNITED_KINGDOM.docx,No,,2026-08-09,Feltham,1
2026-08-09,Canada,🇨🇦,1,"United Counties of Stormont, Ontario, Canada",Render,"Engineering Manager, Platform",DevOps Engineer,https://www.linkedin.com/jobs/view/4420765697,2026-08-08,No,No,70%,No,,Country_Resumes/Hemachandiran_Giri_CV_CANADA.docx,No,,2026-08-09,United Counties of Stormont,1
2026-08-09,Canada,🇨🇦,1,"Scarborough, Ontario, Canada",Scotiabank,"Manager, DevOps and Release Management",DevOps Engineer,https://www.linkedin.com/jobs/view/4424263293,2026-08-08,No,No,85%,No,,Country_Resumes/Hemachandiran_Giri_CV_CANADA.docx,No,,2026-08-09,Scarborough,1
2026-08-09,Canada,🇨🇦,1,"Lévis, Quebec, Canada",Desjardins,AI CI/CD Platform Administrator (DevSecOps),Cloud Engineer,https://www.linkedin.com/jobs/view/4427847721,2026-08-08,No,No,70%,No,,Country_Resumes/Hemachandiran_Giri_CV_CANADA.docx,No,,2026-08-09,Lévis,1
2026-08-09,Canada,🇨🇦,1,"Nova Scotia, Canada",Softchoice,Sr. AI Engineer,Cloud Engineer,https://www.linkedin.com/jobs/view/4433260538,2026-08-08,No,No,70%,No,,Country_Resumes/Hemachandiran_Giri_CV_CANADA.docx,No,,2026-08-09,Nova Scotia,1
2026-08-09,Canada,🇨🇦,1,"Brampton, Ontario, Canada",IKO North America,Senior Reliability Engineer,Site Reliability Engineer,https://www.linkedin.com/jobs/view/4410308901,2026-08-08,No,No,85%,No,,Country_Resumes/Hemachandiran_Giri_CV_CANADA.docx,No,,2026-08-09,Brampton,1
2026-08-09,Canada,🇨🇦,1,"Alberta, Canada",Lever Middleware Test Company,Lance API TEST CREATE,Platform Engineer,https://www.linkedin.com/jobs/view/4448064281,2026-08-08,No,No,70%,No,,Country_Resumes/Hemachandiran_Giri_CV_CANADA.docx,No,,2026-08-09,Alberta,1
2026-08-09,Bahrain,🇧🇭,2,Czechia,Bloomreach,Senior Site Reliability Engineer for Datacraft team,DevOps Engineer,https://www.linkedin.com/jobs/view/4405405122,2026-08-08,No,No,85%,No,,Country_Resumes/Hemachandiran_Giri_CV_BAHRAIN.docx,No,,2026-08-09,Czechia,1
2026-08-06,Portugal,🇵🇹,2,"Ribeirao, Braga, Portugal",Continental,Salesforce DevOps Engineer,Site Reliability Engineer,https://www.linkedin.com/jobs/view/4440573006,2026-08-07,No,No,85%,No,,resumes/Hemachandiran_Giri_CV_PORTUGAL.docx,No,,2026-08-06,Ribeirao,1
2026-08-07,Netherlands,🇳🇱,1,"It Heidenskip, Friesland, Netherlands",SilTerra Malaysia Sdn. Bhd.,Engineer / Senior Engineer,Site Reliability Engineer,https://www.linkedin.com/jobs/view/4448484784,2026-08-07,No,No,85%,No,,resumes/Hemachandiran_Giri_CV_NETHERLANDS.docx,No,,2026-08-07,It Heidenskip,1
2026-08-07,Sweden,🇸🇪,1,"Varbergs kommun, Halland County, Sweden",Riverty,Software Engineer (m/f/d),Platform Engineer,https://www.linkedin.com/jobs/view/4450035457,2026-08-07,No,No,70%,No,,resumes/Hemachandiran_Giri_CV_SWEDEN.docx,No,,2026-08-07,Varbergs kommun,1
2026-08-07,France,🇫🇷,2,"Thin-le-Moutier, Grand Est, France",SilTerra Malaysia Sdn. Bhd.,Equipment Engineer/ Senior Equipment Engineer,Site Reliability Engineer,https://www.linkedin.com/jobs/view/4448489569,2026-08-07,No,No,85%,No,,resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,2026-08-07,Thin-le-Moutier,1
2026-08-07,Australia,🇦🇺,1,"Cremorne, Victoria, Australia",Australia Post,Senior DevOps Engineer,DevOps Engineer,https://www.linkedin.com/jobs/view/4450029882,2026-08-07,No,No,100%,No,,resumes/Hemachandiran_Giri_CV_AUSTRALIA.docx,No,,2026-08-07,Cremorne,1
